otu name,Taxonomy,Percent Homology,evalue,bitscore,homology extract gibbsfree_otu/gibbsfree_homolog,total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length,Extraction-Blank-1,Extraction-Blank-2,H2O-Extraction-Blank,MKE-1-2,MKE-1-3,MKE-1-4,MKE-2-1,MKE-2-2,MKE-2-3,MKE-3-3,MKE-3-4,MKE-3-7,MKE-4-B1,MKE-4-B2,MKE-4-B3,MKE-4-Tub-2,MKE-4-Tub-3,MKE-4-Tub-4,MKE-4-UT1,MKE-4-UT2,MKE-4-UT3,MKE-5-B5,MKE-5-B6,MKE-5-B7,MKE-5-T1,MKE-5-T2,MKE-5-B1,MKE-5-Tub1-R1,MKE-5-Tub2-R1,MKE-5-Tub3-R1,MKE-5-UT1,MKE-5-UT2,MKE-5-UT3,MKE-7-2,MKE-7-1,MKE-7-4,MKE-7-Bot-Tub1,MKE-7-Bot-Tub2,MKE-7-Top-Tub1,MKE-7-UT1,MKE-7-UT2,MKE-7-UT3,MKE-8-3,MKE-8-4,MKE-8-5,MKE-9-Cu2,MKE-9-Cu3,MKE-9-Cu4,MKE-13-4,MKE-13-5,MKE-13-6,MKE-14-B1,MKE-14-B2,MKE-14-B3,MKE-16-B1,MKE-16-B2,MKE-16-B3,MKE-16-Tub-R1,MKE-16-Tub-R2,OC-1-G,OC-1-H,OC-1-I,OC-4-3,OC-4-4,OC-4-5,OC-5-3,OC-5-4,OC-5-5,OC-6-1,OC-6-2,OC-6-5,OC-7-4,OC-7-5,OC-7-6,WK1-B1,WK1-B2,WK1-B3,WK2-LP-19-B,WK2-LP-20-B,WK2-LP-21-B,WK2-Fe-1,WK2-Fe-12D,WK2-Fe-3,WK3-B3,WK3-B4,WK3-B5,WK3-Tub-4,WK3-Tub-6,WK3-Tub-7,WK3-UT-1,WK3-UT-2,WK3-UT-3
Zotu4350,lactobacillus tucceti ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus tucceti;superkingdom__bacteria,88.53754941,5.0875e-87,325.893,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Zotu4351,gu361817.1 bifidobacterium choerinum str. kctc 3275   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__bifidobacteriales;f__bifidobacteriaceae;g__bifidobacterium;s__bifidobacterium choerinum;superkingdom__bacteria;,97.6284585,1.66018e-118,430.488,,,14,14,11,0,15,17,13,13,9,12,0,0,15,1,2,0,0,0,3,0,0,1,2,0,2,3,2,0,1,1,1,3,0,3,0,0,3,3,4,2,0,1,0,6,0,1,3,0,4,0,0,2,0,1,3,0,2,0,0,1,0,0,0,4,1,0,0,3,3,4,1,0,3,2,1,0,2,4,17,8,2,3,0,5,2,3,0,9,2,16,3,1
Zotu4352,streptococcus pleomorphus ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__faecalicoccus;s__streptococcus pleomorphus;superkingdom__bacteria,89.72332016,3.41249e-89,333.106,,,5,6,6,0,0,8,2,8,3,7,0,0,9,1,0,0,0,0,0,0,0,0,1,25,0,2,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,7,0,0,1,0,0,0,0,1,0,1,8,0,0,1,0,1,0,1,0,0,0,0
Zotu4353,solitalea koreensis ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__solitalea;s__solitalea koreensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,88.18897638,2.16326e-85,320.483,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Zotu4354,eubacterium tenue  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__eubacterium tenue;superkingdom__bacteria;,95.23809524,8.01833e-110,401.634,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4355,fj167349.1 lactococcus lactis str. t12  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__lactococcus;s__lactococcus lactis;superkingdom__bacteria,96.83794466,8.59994e-116,421.471,,,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Zotu4356,catenibacterium mitsuokai  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__coprobacillaceae;g__catenibacterium;s__catenibacterium mitsuokai;superkingdom__bacteria;,92.33870968,7.03367e-98,361.96,,,4,4,5,0,5,5,2,5,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,2,2,0,0,21,22,9,1,1,1,0
Zotu4357,catenibacterium mitsuokai  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__coprobacillaceae;g__catenibacterium;s__catenibacterium mitsuokai;superkingdom__bacteria;,97.22222222,2.45282e-116,423.275,,,2,4,5,0,5,2,14,6,1,0,0,0,1,1,0,0,0,1,1,0,7,5,0,0,0,3,1,0,1,4,0,2,2,0,0,0,0,1,4,1,2,0,0,4,0,2,1,0,0,0,1,0,4,0,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,3,6,0,0,4,0,0
Zotu4358,fj978534.1 feces clone cl_f_065  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__allobaculum;s__allobaculum stercoricanis;superkingdom__bacteria,91.26984127,2.99079e-96,356.55,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4359,conexibacter woesei  ;k__bacteria;p__actinobacteria;c__thermoleophilia;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter woesei; superkingdom__bacteria;,80.63241107,7.07799e-60,235.724,,,0,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Zotu4360,lautropia mirabilis ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__lautropia;s__lautropia mirabilis;superkingdom__bacteria,98.81422925,2.63074e-122,443.112,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Zotu4361,ab425921.1 lactobacillus johnsonii str. tb_b15 (= kk21)  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus johnsonii;superkingdom__bacteria,97.23320158,7.05926e-117,425.078,,,5,2,4,0,6,0,0,1,3,5,0,0,4,1,2,3,0,0,0,0,1,0,5,0,1,5,1,0,3,0,0,1,0,0,0,1,0,0,0,2,1,1,0,5,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,16,0,1,1,0,3,5,0,4,1,0,6
Zotu4362,fj167349.1 lactococcus lactis str. t12  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__lactococcus;s__lactococcus lactis;superkingdom__bacteria,94.86166008,9.81252e-109,398.027,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Zotu4363,blautia wexlerae  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia wexlerae;superkingdom__bacteria;,96.04743083,4.45488e-113,412.454,,,46,64,34,0,55,49,60,72,42,61,0,1,45,2,3,5,1,0,0,0,7,10,3,26,0,0,10,0,5,8,4,5,2,2,0,0,3,7,9,3,4,3,2,5,0,9,4,10,0,0,1,0,8,3,5,19,4,1,2,3,0,0,0,3,9,0,0,0,2,7,2,0,15,16,1,48,57,62,9,40,5,20,24,34,0,19,15,31,8,45,11,12
Zotu4364,rubellimicrobium roseum  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__rubellimicrobium;s__rubellimicrobium roseum;superkingdom__bacteria;,98.41897233,3.2049e-121,439.505,,,8,0,0,0,2,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu4365,nr_028816.1 turicibacter sanguinis str. mol361  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__turicibacteraceae;g__turicibacter;s__turicibacter sanguinis;superkingdom__bacteria;,96.44268775,3.65679e-114,416.061,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Zotu4366,eu776059.1 spotted hyena feces clone hy1_f06   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__clostridium hiranonis;superkingdom__bacteria;,97.61904762,5.76849e-118,428.685,,,29,21,19,0,25,26,20,37,27,26,0,0,26,9,0,6,1,4,12,1,8,10,20,0,0,15,24,7,17,11,2,11,1,16,0,0,5,1,15,15,17,4,0,23,0,12,10,12,0,27,13,8,15,14,11,18,12,2,3,64,4,0,0,7,11,0,0,0,4,17,0,0,13,9,0,0,3,2,2,33,10,2,9,9,0,14,29,0,1,25,23,0
Zotu4367,acidicaldus organivorans ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acidicaldus;s__acidicaldus organivorans;superkingdom__bacteria,90.90909091,3.66002e-95,352.943,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4368,desulforhopalus singaporensis ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobulbaceae;g__desulforhopalus;s__desulforhopalus singaporensis;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,94.07114625,5.08301e-106,389.011,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Zotu4369,eu157188.1 variation fecal microbiology erhualian pigs after being d forty times vitro feces clone a2   ;k__bacteria;p__firmicutes;c__negativicutes;o__veillonellales;f__veillonellaceae;g__megasphaera;s__megasphaera elsdenii; superkingdom__bacteria;,97.61904762,5.76849e-118,428.685,,,6,12,1,0,6,8,12,7,6,9,0,0,10,0,0,2,0,1,4,0,0,1,1,0,3,0,1,0,2,3,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,8,2,0,0,3,0,5,2,0,1,3,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,1,4,0,18,2,7,1,1,0,2,9,0,0,8,1,1
Zotu4370,aj306894.1 halomonas venusta str. dsm 4743  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__halomonadaceae;g__halomonas;s__halomonas venusta;superkingdom__bacteria,100,1.19435e-126,457.539,,,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4371,gamma proteobacterium dg1253  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__nevskiales;f__algiphilaceae;g__algiphilus;s__gamma proteobacterium; superkingdom__bacteria;,90.51383399,4.45881e-94,349.336,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4372,eu776027.1 spotted hyena feces clone hy2_d10   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__clostridium hiranonis;superkingdom__bacteria;,96.03174603,1.8772e-111,407.044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4373,af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria,91.30434783,8.60754e-97,358.353,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4374,fj167349.1 lactococcus lactis str. t12  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__lactococcus;s__lactococcus lactis;superkingdom__bacteria,98.01587302,4.75649e-119,432.291,,,0,5,14,1,2,7,7,8,8,6,0,1,8,0,0,2,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,4,1,1,3,1,1,2,2,1,1,3,0,0,0,0,6,5,0,0,1,0,0,0,0,0,0,2,2,0,0,2,4,1,0,0,1,4,0,0,1,7,2,17,1,3,9,15,0,12,3,6,3,1,2,0
Zotu4375,gq898703.1 diets enriched fructans and/or soy protein can alter dominant fecal humans but do so non_consistent manner feces human fos supplemented diet clone s4_37    ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__oscillospiraceae;g__ruminiclostridium;s__eubacterium siraeum;superkingdom__bacteria;,78.75,4.18346e-50,203.264,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Zotu4376,duganella zoogloeoides ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__duganella;s__duganella zoogloeoides;superkingdom__bacteria,99.60474308,5.07852e-125,452.129,,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Zotu4377,legionella anisa ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__legionellales;f__legionellaceae;g__legionella;s__legionella anisa;superkingdom__bacteria,97.6284585,1.66018e-118,430.488,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4378,litorilinea aerophila ;k__bacteria;p__chloroflexi;c__caldilineae;o__caldilineales;f__caldilineaceae;g__litorilinea;s__litorilinea aerophila;superkingdom__bacteria,84.58498024,1.89761e-73,280.808,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5
Zotu4380,fj978534.1 feces clone cl_f_065  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__allobaculum;s__allobaculum stercoricanis;superkingdom__bacteria,92.85714286,1.11456e-101,374.584,,,1,2,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4381,duganella zoogloeoides ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__duganella;s__duganella zoogloeoides;superkingdom__bacteria,99.20948617,6.18691e-124,448.522,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Zotu4382,desulfacinum subterraneum ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__syntrophobacterales;f__syntrophobacteraceae;g__desulfacinum;s__desulfacinum subterraneum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,90.51383399,4.45881e-94,349.336,,,0,3,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4383,candidatus methanomassiliicoccus intestinalis issoire_mx1 ;k__archaea;p__euryarchaeota;c__thermoplasmata;o__methanomassiliicoccales;f__methanomassiliicoccaceae;g__methanomassiliicoccus;s__candidatus methanomassiliicoccus intestinalis;superkingdom__archaea,78.90625,6.62917e-54,215.887,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4384,nr_028816.1 turicibacter sanguinis str. mol361  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__turicibacteraceae;g__turicibacter;s__turicibacter sanguinis;superkingdom__bacteria;,96.44268775,3.65679e-114,416.061,,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Zotu4385,paraprevotella xylaniphila ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__paraprevotella;s__paraprevotella xylaniphila;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,87.6984127,9.15699e-84,315.072,,,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4386,fj425903.1 marinobacter zhanjiangensis str. jsm 078120  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__marinobacter;s__marinobacter zhanjiangensis;superkingdom__bacteria,93.28063241,2.63307e-103,379.994,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0
Zotu4387,ab487982.1 microbial responsive denitrification_inducing conditions rice paddy soil clone tssur001_g13  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__alcaligenaceae;g__azohydromonas;s__azohydromonas lata;superkingdom__bacteria,99.20948617,6.18691e-124,448.522,,,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
Zotu4388,eu508516.1 cecal contents mus musculus strain c57bl/6j ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__allobaculum;s__allobaculum sp;superkingdom__bacteria,88.14229249,7.51651e-85,318.679,,,1,1,5,0,1,4,3,3,2,5,0,0,3,0,0,0,2,0,3,1,0,0,1,0,0,9,1,1,4,1,0,2,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0
Zotu4389,roseivirga spongicola  ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__roseivirgaceae;g__roseivirga;s__roseivirga spongicola;superkingdom__bacteria;,83.39920949,1.19752e-69,268.185,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Zotu4390,aj272303.1 psychrobacter proteolyticus str. 116  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__psychrobacter;s__psychrobacter proteolyticus;superkingdom__bacteria,99.20948617,6.18691e-124,448.522,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Zotu4391,methermicoccus shengliensis ;k__archaea;p__euryarchaeota;c__methanomicrobia;o__methanosarcinales;f__methermicoccaceae;g__methermicoccus;s__methermicoccus shengliensis;superkingdom__archaea,75,2.48378e-40,170.803,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0
